,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost
981,20,95,131.2,81.9,45.2,4.1
982,20,95,134.8,83.1,43.0,8.7
983,20,95,131.0,81.4,45.0,4.6
984,20,95,129.7,79.7,45.8,4.3
985,20,95,133.7,82.9,43.3,7.5
986,20,95,132.2,78.9,44.4,8.9
987,20,95,131.2,81.0,43.9,6.2
988,20,95,128.7,78.7,46.2,3.8
989,20,95,130.1,80.6,45.2,4.3
990,20,100,137.6,85.2,46.1,6.3
991,20,100,136.2,83.3,44.4,8.5
992,20,100,133.5,79.7,47.6,6.2
993,20,100,135.9,83.4,44.5,8.0
994,20,100,132.7,80.5,46.5,5.8
995,20,100,134.3,84.0,44.6,5.6
996,20,100,135.1,80.9,47.7,6.5
997,20,100,134.2,82.1,45.5,6.5
998,20,100,132.8,80.6,46.7,5.5
999,20,100,129.3,75.0,48.1,6.3
1000,25,5,139.1,105.8,4.8,28.4
1001,25,5,132.5,102.0,5.4,25.1
1002,25,5,139.8,107.3,4.7,27.8
1003,25,5,140.6,104.8,5.0,30.8
1004,25,5,135.2,104.4,5.2,25.6
1005,25,5,138.8,105.2,5.2,28.4
1006,25,5,131.1,102.4,4.7,23.9
1007,25,5,131.4,103.1,5.5,22.8
1008,25,5,139.1,105.1,4.5,29.5
1009,25,5,143.0,106.7,5.2,31.2
1010,25,10,136.4,108.1,7.0,21.4
1011,25,10,126.0,102.3,7.3,16.4
1012,25,10,122.1,100.1,8.4,13.6
1013,25,10,128.2,103.6,8.2,16.4
1014,25,10,127.3,103.6,7.6,16.1
1015,25,10,129.9,102.0,7.4,20.5
1016,25,10,125.1,102.9,7.6,14.6
1017,25,10,129.7,105.0,7.6,17.1
1018,25,10,129.7,105.7,7.5,16.5
1019,25,10,129.4,104.1,7.6,17.7
1020,25,15,130.8,104.3,8.6,17.9
1021,25,15,123.2,99.8,11.1,12.3
1022,25,15,125.3,103.8,10.2,11.3
1023,25,15,130.1,103.7,9.4,17.1
1024,25,15,133.5,105.7,9.7,18.1
1025,25,15,123.1,101.7,10.0,11.5
1026,25,15,125.2,101.1,10.3,13.9
1027,25,15,130.8,106.7,10.0,14.2
1028,25,15,126.4,104.2,9.3,13.0
1029,25,15,123.8,100.1,10.0,13.7
1030,25,20,117.6,93.8,13.2,10.6
1031,25,20,125.7,102.5,11.9,11.3
1032,25,20,119.9,96.5,12.7,10.7
1033,25,20,119.0,97.5,13.5,8.0
1034,25,20,116.7,95.2,13.3,8.2
1035,25,20,125.0,100.2,12.1,12.6
1036,25,20,117.9,93.9,13.4,10.7
1037,25,20,123.2,99.5,11.9,11.9
1038,25,20,115.3,91.5,13.7,10.0
1039,25,20,120.0,97.6,12.7,9.7
1040,25,25,126.3,98.1,13.4,14.9
1041,25,25,125.9,97.4,14.9,13.6
1042,25,25,119.6,95.2,14.2,10.2
1043,25,25,118.5,95.2,15.2,8.2
1044,25,25,122.3,95.2,15.0,12.1
1045,25,25,125.5,96.7,14.4,14.3
1046,25,25,126.0,97.0,14.0,15.0
1047,25,25,118.0,93.8,15.3,8.9
1048,25,25,122.9,97.7,14.8,10.3
1049,25,25,115.8,88.8,14.6,12.4
1050,25,30,117.6,91.1,17.6,8.9
1051,25,30,131.3,101.1,14.2,16.1
1052,25,30,117.0,91.1,17.0,8.9
1053,25,30,120.5,93.0,17.1,10.3
1054,25,30,120.3,93.2,16.5,10.7
1055,25,30,120.2,93.2,16.2,10.8
1056,25,30,119.3,90.6,16.3,12.4
1057,25,30,122.7,94.0,16.5,12.2
1058,25,30,122.9,94.4,16.1,12.5
1059,25,30,115.6,88.1,17.3,10.1
1060,25,35,114.2,87.0,19.9,7.4
1061,25,35,116.9,89.4,18.3,9.2
1062,25,35,118.2,90.2,19.2,8.8
1063,25,35,116.4,89.1,19.1,8.2
1064,25,35,117.8,88.1,20.5,9.2
1065,25,35,120.4,91.7,19.0,9.7
1066,25,35,114.0,85.2,19.6,9.2
1067,25,35,117.9,89.6,20.0,8.3
1068,25,35,114.5,85.7,19.4,9.3
1069,25,35,117.2,90.8,18.8,7.6
1070,25,40,117.2,88.2,21.6,7.4
1071,25,40,119.5,89.6,20.4,9.5
1072,25,40,119.8,90.2,21.7,7.9
1073,25,40,116.1,86.9,21.2,8.0
1074,25,40,118.8,88.8,20.9,9.1
1075,25,40,124.1,91.7,20.6,11.7
1076,25,40,117.1,87.7,22.1,7.2
1077,25,40,112.3,84.2,22.3,5.8
1078,25,40,118.9,88.1,20.5,10.3
1079,25,40,111.0,81.5,22.3,7.2
1080,25,45,118.5,86.4,25.1,6.9
1081,25,45,116.1,85.4,24.2,6.5
1082,25,45,122.8,90.0,24.0,8.8
1083,25,45,116.9,85.0,25.0,6.9
1084,25,45,113.3,84.2,24.7,4.5
1085,25,45,116.6,84.8,23.2,8.6
1086,25,45,124.9,92.3,22.5,10.0
1087,25,45,122.8,89.9,22.9,10.0
1088,25,45,120.0,90.6,22.6,6.7
1089,25,45,113.3,81.0,26.0,6.3
1090,25,50,122.6,89.6,26.2,6.7
1091,25,50,120.3,87.5,25.2,7.6
1092,25,50,122.1,88.9,26.3,6.9
1093,25,50,116.3,84.2,26.5,5.7
1094,25,50,115.4,84.4,26.7,4.3
1095,25,50,117.6,84.6,27.1,5.9
1096,25,50,118.6,83.5,27.1,8.0
1097,25,50,120.6,86.9,26.7,7.1
1098,25,50,118.5,87.2,25.7,5.7
1099,25,50,120.5,87.4,26.9,6.1
1100,25,55,121.9,87.9,27.6,6.4
1101,25,55,119.8,84.9,29.7,5.2
1102,25,55,118.2,82.9,29.4,5.8
1103,25,55,118.8,85.1,29.1,4.6
1104,25,55,118.5,84.2,31.2,3.1
1105,25,55,117.6,83.4,29.8,4.4
1106,25,55,117.7,83.6,30.5,3.7
1107,25,55,124.1,88.3,28.2,7.6
1108,25,55,117.9,82.2,29.6,6.1
1109,25,55,123.2,88.0,28.4,6.8
1110,25,60,116.6,79.6,33.6,3.4
1111,25,60,119.1,81.6,33.0,4.6
1112,25,60,129.9,92.5,28.6,8.8
1113,25,60,125.9,88.5,30.4,7.0
1114,25,60,122.0,84.6,30.6,6.7
1115,25,60,118.6,81.5,33.1,4.0
1116,25,60,125.1,87.6,29.8,7.7
1117,25,60,123.7,86.7,30.9,6.0
1118,25,60,123.2,86.8,29.2,7.2
1119,25,60,118.2,81.4,32.5,4.3
1120,25,65,123.6,84.8,33.4,5.3
1121,25,65,124.7,86.7,33.3,4.7
1122,25,65,124.0,84.7,33.4,6.0
1123,25,65,123.6,84.2,35.5,3.9
1124,25,65,121.6,82.5,34.5,4.6
1125,25,65,123.5,86.1,33.4,4.1
1126,25,65,123.8,84.2,34.1,5.6
1127,25,65,125.1,85.4,35.0,4.6
1128,25,65,121.8,82.6,33.6,5.6
1129,25,65,128.2,88.8,31.3,8.1
1130,25,70,121.7,81.1,35.7,4.9
1131,25,70,126.1,85.7,35.7,4.6
1132,25,70,129.1,86.4,34.4,8.3
1133,25,70,127.0,85.2,36.2,5.6
1134,25,70,127.2,84.6,36.5,6.1
1135,25,70,123.8,84.3,34.9,4.6
1136,25,70,120.9,80.2,38.1,2.5
1137,25,70,127.1,86.8,34.8,5.5
1138,25,70,123.7,82.3,36.1,5.3
1139,25,70,122.7,82.6,35.6,4.6
1140,25,75,126.5,83.5,37.2,5.8
1141,25,75,124.0,78.7,41.8,3.5
1142,25,75,127.5,85.9,38.0,3.7
1143,25,75,125.6,81.6,38.5,5.5
1144,25,75,130.0,85.8,38.0,6.2
1145,25,75,127.8,84.9,39.5,3.5
1146,25,75,122.0,79.5,37.7,4.9
1147,25,75,124.6,82.7,38.5,3.5
1148,25,75,127.7,85.1,38.4,4.3
1149,25,75,126.8,83.2,39.3,4.3
1150,25,80,134.5,87.7,38.8,7.9
1151,25,80,133.2,85.0,41.8,6.4
1152,25,80,128.7,82.9,41.6,4.2
1153,25,80,131.6,86.5,39.7,5.4
1154,25,80,127.4,83.7,39.4,4.3
1155,25,80,130.9,85.9,40.3,4.6
1156,25,80,126.4,80.7,41.1,4.6
1157,25,80,135.5,88.8,38.0,8.7
1158,25,80,134.0,88.0,39.4,6.7
1159,25,80,125.5,80.7,41.1,3.7
1160,25,85,133.6,85.9,41.4,6.3
1161,25,85,131.9,83.4,44.4,4.1
1162,25,85,131.6,81.4,45.6,4.6
1163,25,85,131.2,81.1,45.6,4.5
1164,25,85,129.9,81.9,42.4,5.5
1165,25,85,124.1,77.1,44.0,3.0
1166,25,85,128.6,81.7,43.5,3.4
1167,25,85,130.3,82.3,43.4,4.6
1168,25,85,127.6,81.4,42.8,3.5
1169,25,85,127.5,81.1,43.3,3.1
1170,25,90,133.2,83.0,45.1,5.1
1171,25,90,128.8,79.1,46.3,3.4
1172,25,90,127.9,77.4,49.5,0.9
1173,25,90,132.4,82.2,46.3,3.9
1174,25,90,135.3,86.6,44.7,4.0
1175,25,90,134.9,85.6,46.2,3.2
1176,25,90,135.1,83.5,46.7,5.0
1177,25,90,131.5,81.5,44.9,5.1
1178,25,90,131.2,80.2,47.0,4.0
1179,25,90,139.3,88.8,42.4,8.2
1180,25,95,138.4,82.4,49.5,6.5
1181,25,95,132.7,83.7,45.0,4.0
1182,25,95,136.3,83.7,48.7,3.9
1183,25,95,137.0,86.1,46.9,4.1
1184,25,95,136.4,84.1,47.7,4.6
1185,25,95,134.5,81.8,49.4,3.3
1186,25,95,132.7,78.9,48.7,5.1
1187,25,95,132.5,79.9,49.4,3.2
1188,25,95,130.4,79.1,49.7,1.6
1189,25,95,132.1,80.1,48.5,3.4
1190,25,100,135.0,80.0,52.3,2.8
1191,25,100,135.8,80.3,50.1,5.4
1192,25,100,139.7,85.2,50.3,4.3
1193,25,100,134.0,81.8,47.7,4.5
1194,25,100,135.7,79.0,53.0,3.8
1195,25,100,134.0,77.4,52.1,4.4
1196,25,100,139.2,85.0,48.4,5.8
1197,25,100,141.2,85.0,51.4,4.8
1198,25,100,133.4,78.7,50.2,4.5
1199,25,100,136.6,83.6,46.8,6.2
1200,30,5,134.6,109.0,7.0,18.7
1201,30,5,127.9,104.2,7.7,16.0
1202,30,5,128.6,104.6,7.8,16.2
1203,30,5,129.0,103.3,7.7,18.0
1204,30,5,128.5,103.3,8.3,16.9
1205,30,5,124.8,101.8,8.4,14.6
1206,30,5,128.1,103.4,7.9,16.8
1207,30,5,128.9,105.2,8.1,15.6
1208,30,5,131.4,106.5,7.8,17.2
1209,30,5,131.5,106.9,7.2,17.3
1210,30,10,131.0,108.2,10.1,12.6
1211,30,10,126.6,105.2,10.9,10.4
1212,30,10,123.8,103.3,11.1,9.4
1213,30,10,123.8,102.9,10.6,10.2
1214,30,10,128.0,107.7,10.1,10.2
1215,30,10,121.4,101.2,11.7,8.5
1216,30,10,129.9,105.6,10.5,13.8
1217,30,10,122.4,101.7,11.5,9.2
1218,30,10,134.3,110.8,9.9,13.6
1219,30,10,126.1,105.8,11.1,9.2
1220,30,15,125.2,104.3,13.0,7.9
1221,30,15,121.8,101.9,13.7,6.1
1222,30,15,123.2,101.0,14.1,8.1
1223,30,15,120.1,98.6,15.0,6.5
1224,30,15,120.2,98.9,14.2,7.1
1225,30,15,124.5,103.5,13.5,7.6
1226,30,15,124.1,102.9,13.5,7.8
1227,30,15,118.7,99.1,14.5,5.1
1228,30,15,123.8,102.7,13.0,8.1
1229,30,15,134.0,110.2,12.3,11.5
1230,30,20,118.0,95.4,16.4,6.1
1231,30,20,119.1,97.0,17.0,5.0
1232,30,20,123.1,99.3,16.2,7.6
1233,30,20,117.5,95.2,18.3,4.1
1234,30,20,116.2,95.6,17.1,3.5
1235,30,20,120.0,96.8,16.7,6.6
1236,30,20,116.8,94.6,17.5,4.7
1237,30,20,121.0,96.3,16.6,8.1
1238,30,20,123.1,100.1,15.4,7.6
1239,30,20,121.5,96.9,15.5,9.1
1240,30,25,119.8,94.4,17.9,7.6
1241,30,25,119.8,94.6,18.2,7.0
1242,30,25,121.8,97.6,17.7,6.5
1243,30,25,121.1,95.8,18.2,7.1
1244,30,25,122.6,96.1,17.7,8.9
1245,30,25,120.2,94.0,18.7,7.5
1246,30,25,117.7,92.9,19.3,5.4
1247,30,25,126.0,98.9,16.7,10.4
1248,30,25,122.0,96.4,18.5,7.1
1249,30,25,123.0,96.0,17.6,9.4
1250,30,30,119.9,93.6,21.9,4.4
1251,30,30,123.0,94.1,21.8,7.0
1252,30,30,121.8,93.6,19.7,8.6
1253,30,30,114.2,88.0,20.7,5.5
1254,30,30,119.5,90.2,20.7,8.6
1255,30,30,116.4,87.8,21.9,6.7
1256,30,30,123.6,95.9,19.9,7.8
1257,30,30,116.0,87.0,23.3,5.6
1258,30,30,117.7,90.3,20.2,7.2
1259,30,30,121.3,95.0,20.2,6.1
1260,30,35,120.2,91.8,22.5,5.9
1261,30,35,120.0,91.9,23.0,5.1
1262,30,35,118.7,91.2,22.7,4.8
1263,30,35,123.4,94.5,22.0,6.8
1264,30,35,115.9,87.4,23.5,5.1
1265,30,35,119.4,91.3,22.1,6.1
1266,30,35,119.5,90.0,23.1,6.3
1267,30,35,116.7,88.9,22.8,5.0
1268,30,35,121.8,94.4,22.6,4.7
1269,30,35,116.8,86.0,24.6,6.3
1270,30,40,117.9,88.2,24.6,5.1
1271,30,40,119.9,90.3,25.5,4.0
1272,30,40,123.5,92.3,25.0,6.1
1273,30,40,123.6,92.0,24.7,6.9
1274,30,40,116.4,85.8,26.6,3.9
1275,30,40,119.1,89.5,24.9,4.7
1276,30,40,119.8,89.5,25.4,4.9
1277,30,40,115.7,87.1,25.5,3.1
1278,30,40,125.1,94.1,24.4,6.6
1279,30,40,119.9,89.5,24.7,5.8
1280,30,45,121.8,89.2,28.4,4.2
1281,30,45,118.5,86.9,28.4,3.2
1282,30,45,120.0,87.4,28.4,4.2
1283,30,45,119.5,85.8,28.9,4.7
1284,30,45,120.6,87.8,29.0,3.8
1285,30,45,128.4,94.9,27.2,6.3
1286,30,45,117.2,84.7,29.3,3.1
1287,30,45,119.8,86.5,28.8,4.4
1288,30,45,124.8,91.5,27.5,5.8
1289,30,45,124.8,90.7,27.1,7.1
1290,30,50,118.7,83.2,31.1,4.3
1291,30,50,122.7,89.1,29.6,4.0
1292,30,50,118.7,85.7,30.4,2.6
1293,30,50,123.9,88.3,30.3,5.3
1294,30,50,121.4,86.6,31.0,3.7
1295,30,50,119.4,86.1,31.0,2.4
1296,30,50,120.6,85.6,30.6,4.4
1297,30,50,117.5,82.4,31.6,3.5
1298,30,50,119.2,85.4,30.3,3.5
1299,30,50,122.0,88.8,31.1,2.1
1300,30,55,123.3,86.9,32.0,4.4
1301,30,55,120.5,84.1,34.0,2.4
1302,30,55,123.9,86.6,33.8,3.5
1303,30,55,121.6,84.8,33.4,3.5
1304,30,55,125.2,87.9,32.8,4.5
1305,30,55,125.0,88.6,31.8,4.6
1306,30,55,122.3,85.7,32.4,4.3
1307,30,55,122.7,86.1,33.1,3.5
1308,30,55,124.3,85.6,34.5,4.2
1309,30,55,121.7,82.7,34.5,4.5
1310,30,60,125.5,87.0,35.4,3.1
1311,30,60,122.2,83.0,36.3,2.9
1312,30,60,123.8,84.8,35.1,4.0
1313,30,60,118.7,79.9,36.1,2.8
1314,30,60,124.9,85.5,34.0,5.4
1315,30,60,126.6,87.7,34.9,4.0
1316,30,60,123.3,84.4,35.8,3.1
1317,30,60,122.8,82.4,36.0,4.4
1318,30,60,127.0,89.3,35.6,2.1
1319,30,60,128.9,91.1,33.2,4.5
1320,30,65,126.4,85.6,39.2,1.6
1321,30,65,129.6,88.7,38.4,2.6
1322,30,65,127.3,87.8,35.6,3.8
1323,30,65,130.2,88.6,36.7,4.9
1324,30,65,124.0,82.4,38.9,2.7
1325,30,65,126.2,83.5,39.0,3.7
1326,30,65,124.9,83.4,38.5,3.0
1327,30,65,128.6,86.0,36.2,6.5
1328,30,65,130.0,87.8,37.8,4.3
1329,30,65,124.9,83.9,37.5,3.6
1330,30,70,130.3,87.1,40.6,2.6
1331,30,70,128.9,84.2,40.9,3.8
1332,30,70,124.4,82.7,39.8,1.8
1333,30,70,126.9,83.3,41.5,2.1
1334,30,70,126.9,83.9,41.1,1.9
1335,30,70,128.4,84.8,40.7,2.9
1336,30,70,127.9,82.8,41.0,4.1
1337,30,70,131.4,87.8,40.0,3.6
1338,30,70,127.1,83.7,40.8,2.6
1339,30,70,127.4,83.8,41.0,2.6
1340,30,75,127.9,81.8,44.1,2.1
1341,30,75,132.1,84.4,43.8,3.9
1342,30,75,134.4,89.6,42.5,2.3
1343,30,75,127.7,83.7,40.7,3.3
1344,30,75,131.7,84.3,43.9,3.5
1345,30,75,132.5,87.0,40.3,5.2
1346,30,75,128.1,82.2,44.0,1.9
1347,30,75,126.0,81.0,42.2,2.9
1348,30,75,127.0,81.9,42.5,2.6
1349,30,75,126.0,81.2,43.3,1.6
1350,30,80,130.5,82.0,46.3,2.2
1351,30,80,133.3,83.7,47.5,2.1
1352,30,80,132.0,84.8,45.2,2.0
1353,30,80,133.5,85.8,46.4,1.3
1354,30,80,129.9,81.7,47.6,0.6
1355,30,80,128.9,80.5,46.2,2.2
1356,30,80,130.2,82.3,45.8,2.1
1357,30,80,134.2,85.9,45.5,2.8
1358,30,80,126.5,79.1,45.3,2.1
1359,30,80,127.2,78.7,46.9,1.7
1360,30,85,134.6,85.0,46.3,3.3
1361,30,85,131.7,81.3,46.9,3.5
1362,30,85,133.7,84.1,47.9,1.7
1363,30,85,128.5,79.3,47.4,1.8
1364,30,85,132.7,82.0,46.7,4.0
1365,30,85,134.8,84.7,49.0,1.1
1366,30,85,129.8,80.0,48.4,1.4
1367,30,85,138.7,88.4,46.0,4.4
1368,30,85,132.4,82.8,46.8,2.9
1369,30,85,130.6,79.6,47.2,3.8
1370,30,90,135.3,84.5,48.6,2.2
1371,30,90,133.1,78.4,53.1,1.6
1372,30,90,135.6,82.3,50.5,2.8
1373,30,90,133.4,79.5,51.3,2.6
1374,30,90,136.1,85.1,48.4,2.6
1375,30,90,134.0,80.1,51.6,2.2
1376,30,90,134.3,81.9,48.5,4.0
1377,30,90,137.8,84.8,49.4,3.5
1378,30,90,136.6,84.0,51.3,1.3
1379,30,90,131.9,77.9,50.6,3.3
1380,30,95,135.5,81.5,52.6,1.3
1381,30,95,139.4,85.0,51.3,3.1
1382,30,95,139.4,85.1,51.3,3.0
1383,30,95,140.0,84.1,54.2,1.6
1384,30,95,136.2,80.4,54.4,1.3
1385,30,95,143.5,86.6,53.0,3.9
1386,30,95,133.6,76.8,55.9,1.0
1387,30,95,138.6,81.5,53.1,4.0
1388,30,95,140.4,84.7,52.6,3.0
1389,30,95,138.6,82.5,54.2,2.0
1390,30,100,140.0,80.0,59.4,0.7
1391,30,100,137.1,76.7,59.3,1.1
1392,30,100,138.3,79.0,56.1,3.1
1393,30,100,142.6,86.9,53.9,1.8
1394,30,100,135.7,76.6,58.3,0.9
1395,30,100,140.5,83.2,54.2,3.0
1396,30,100,140.0,80.3,57.7,2.0
1397,30,100,136.6,78.7,56.3,1.6
1398,30,100,140.1,83.3,54.8,2.0
1399,30,100,142.8,85.6,54.2,3.0
1400,35,5,129.1,107.7,10.5,10.9
1401,35,5,128.0,107.5,9.9,10.5
1402,35,5,130.2,108.1,11.1,11.0
1403,35,5,127.8,106.6,11.0,10.2
1404,35,5,128.6,107.2,9.9,11.5
1405,35,5,127.0,107.2,10.5,9.4
1406,35,5,123.9,104.9,11.8,7.1
1407,35,5,125.7,105.8,10.5,9.3
1408,35,5,127.4,106.3,11.3,9.8
1409,35,5,124.7,104.3,11.4,9.1
1410,35,10,127.7,105.4,14.6,7.6
1411,35,10,125.0,103.8,15.1,6.1
1412,35,10,121.9,101.0,16.0,4.8
1413,35,10,122.1,102.5,15.4,4.2
1414,35,10,125.1,106.4,14.5,4.3
1415,35,10,123.5,103.5,15.6,4.4
1416,35,10,122.2,103.4,15.5,3.2
1417,35,10,124.0,102.9,15.2,5.9
1418,35,10,122.9,103.2,15.7,4.0
1419,35,10,121.2,101.5,15.9,3.7
1420,35,15,122.7,102.0,18.2,2.4
1421,35,15,125.8,104.5,18.6,2.7
1422,35,15,127.1,105.4,17.8,3.9
1423,35,15,128.9,105.7,17.5,5.8
1424,35,15,122.1,100.4,19.3,2.4
1425,35,15,125.0,102.5,18.8,3.7
1426,35,15,123.5,99.9,19.2,4.4
1427,35,15,121.6,99.6,18.3,3.7
1428,35,15,127.3,106.9,16.3,4.1
1429,35,15,119.1,96.1,20.9,2.0
1430,35,20,120.4,95.7,21.5,3.2
1431,35,20,117.9,93.4,22.0,2.5
1432,35,20,121.2,96.7,21.4,3.1
1433,35,20,124.3,99.1,20.6,4.6
1434,35,20,120.7,96.2,21.5,3.0
1435,35,20,120.2,95.9,21.7,2.6
1436,35,20,123.5,99.2,20.6,3.7
1437,35,20,125.5,101.7,20.0,3.8
1438,35,20,122.3,98.0,20.6,3.8
1439,35,20,119.8,95.7,21.2,2.8
1440,35,25,123.1,96.3,22.6,4.2
1441,35,25,117.5,90.9,23.6,3.0
1442,35,25,128.4,101.8,22.2,4.4
1443,35,25,121.1,94.2,23.2,3.7
1444,35,25,127.9,100.5,22.5,4.9
1445,35,25,120.1,93.9,21.3,4.9
1446,35,25,121.1,95.2,23.0,3.0
1447,35,25,131.1,102.4,22.0,6.7
1448,35,25,118.8,92.1,23.5,3.2
1449,35,25,121.3,94.5,22.8,3.9
1450,35,30,124.3,96.0,25.0,3.3
1451,35,30,123.3,93.2,27.2,2.9
1452,35,30,121.6,92.1,24.1,5.4
1453,35,30,124.7,94.9,25.3,4.5
1454,35,30,124.1,96.4,23.9,3.8
1455,35,30,121.6,92.2,24.2,5.3
1456,35,30,123.0,95.0,23.9,4.2
1457,35,30,119.4,90.6,25.6,3.2
1458,35,30,117.6,89.3,25.3,3.0
1459,35,30,115.5,87.0,26.0,2.4
1460,35,35,121.2,90.2,27.7,3.4
1461,35,35,118.3,87.8,27.0,3.5
1462,35,35,119.8,88.7,27.8,3.3
1463,35,35,124.0,92.5,27.2,4.3
1464,35,35,125.2,94.6,27.3,3.3
1465,35,35,123.6,91.8,28.0,3.8
1466,35,35,122.2,93.3,25.3,3.7
1467,35,35,120.2,88.8,26.4,5.0
1468,35,35,122.8,93.2,26.5,3.1
1469,35,35,121.8,92.0,26.6,3.2
1470,35,40,121.0,89.7,29.8,1.5
1471,35,40,119.3,85.8,31.1,2.4
1472,35,40,123.4,91.7,29.2,2.5
1473,35,40,122.5,89.3,30.1,3.1
1474,35,40,121.0,88.5,29.8,2.7
1475,35,40,121.9,88.8,29.5,3.6
1476,35,40,119.5,86.2,31.6,1.7
1477,35,40,120.0,85.8,31.2,3.1
1478,35,40,127.9,94.3,29.8,3.8
1479,35,40,123.1,90.2,30.8,2.1
1480,35,45,123.1,88.6,32.1,2.5
1481,35,45,128.1,91.7,32.6,3.8
1482,35,45,123.8,89.6,32.6,1.6
1483,35,45,121.7,85.3,33.9,2.5
1484,35,45,126.6,90.9,33.0,2.7
1485,35,45,120.8,84.6,34.2,2.1
1486,35,45,122.1,86.4,33.5,2.2
1487,35,45,123.2,87.0,33.9,2.3
1488,35,45,119.0,84.7,32.0,2.3
1489,35,45,123.9,90.0,30.6,3.3
1490,35,50,123.5,86.1,36.7,0.7
1491,35,50,123.4,85.2,35.3,3.0
1492,35,50,123.2,86.7,34.0,2.5
1493,35,50,123.1,85.5,36.4,1.2
1494,35,50,120.1,81.2,37.6,1.3
1495,35,50,124.0,84.5,36.2,3.2
1496,35,50,124.1,85.2,36.6,2.3
1497,35,50,127.7,90.7,34.6,2.4
1498,35,50,124.8,86.9,34.1,3.7
1499,35,50,127.9,91.0,34.0,2.9
1500,35,55,122.1,81.2,39.2,1.8
1501,35,55,121.3,81.2,38.3,1.8
1502,35,55,127.5,88.7,36.5,2.3
1503,35,55,125.4,85.2,38.6,1.7
1504,35,55,124.5,85.0,38.0,1.6
1505,35,55,123.0,82.4,38.5,2.1
1506,35,55,130.9,90.8,37.3,2.7
1507,35,55,124.1,85.3,37.8,1.0
1508,35,55,127.4,87.8,36.8,2.8
1509,35,55,127.0,88.9,35.6,2.4
1510,35,60,125.0,83.7,39.7,1.6
1511,35,60,128.1,86.8,39.3,2.0
1512,35,60,126.1,85.1,39.0,2.0
1513,35,60,126.3,83.5,41.0,1.8
1514,35,60,128.1,87.4,38.9,1.8
1515,35,60,126.5,84.3,40.4,1.7
1516,35,60,123.6,80.9,40.9,1.8
1517,35,60,129.2,87.4,40.8,1.0
1518,35,60,126.3,84.3,39.7,2.3
1519,35,60,130.9,87.2,42.1,1.6
1520,35,65,127.3,81.7,42.9,2.6
1521,35,65,129.5,84.6,43.3,1.6
1522,35,65,127.7,82.3,43.4,2.1
1523,35,65,127.7,83.7,43.0,1.0
1524,35,65,129.2,83.9,43.8,1.5
1525,35,65,128.2,82.4,44.1,1.6
1526,35,65,127.0,83.4,41.3,2.3
1527,35,65,133.1,88.6,41.8,2.7
1528,35,65,126.5,79.8,45.9,0.8
1529,35,65,127.8,82.7,43.2,1.9
1530,35,70,127.6,82.1,44.5,1.0
1531,35,70,131.9,86.0,43.3,2.6
1532,35,70,131.1,84.4,45.8,0.9
1533,35,70,134.3,87.4,44.5,2.4
1534,35,70,134.6,88.1,45.6,0.9
1535,35,70,134.7,88.9,42.5,3.3
1536,35,70,132.7,86.1,45.3,1.2
1537,35,70,133.4,86.5,44.7,2.3
1538,35,70,132.5,85.6,44.5,2.5
1539,35,70,131.0,84.9,44.4,1.8
1540,35,75,133.0,83.3,47.8,2.0
1541,35,75,133.2,82.2,50.1,0.9
1542,35,75,131.8,82.6,46.3,2.9
1543,35,75,135.1,86.4,47.6,1.0
1544,35,75,130.5,81.5,47.0,2.0
1545,35,75,135.8,87.6,46.2,2.0
1546,35,75,132.8,84.0,47.7,1.1
1547,35,75,129.3,81.1,46.8,1.4
1548,35,75,135.0,86.5,46.4,2.1
1549,35,75,134.3,85.0,47.6,1.7
1550,35,80,134.4,81.6,51.7,1.2
1551,35,80,136.4,83.7,51.2,1.5
1552,35,80,133.2,80.2,50.8,2.2
1553,35,80,136.7,83.6,51.4,1.7
1554,35,80,132.4,79.8,51.7,1.0
1555,35,80,135.8,83.7,50.3,1.8
1556,35,80,136.1,84.3,50.6,1.2
1557,35,80,134.3,83.2,49.5,1.7
1558,35,80,135.0,83.3,50.3,1.4
1559,35,80,133.9,83.5,49.2,1.2
1560,35,85,135.1,82.1,51.9,1.1
1561,35,85,141.4,86.9,52.8,1.7
1562,35,85,139.6,85.1,51.7,2.8
1563,35,85,140.3,88.6,49.9,1.8
1564,35,85,138.7,84.9,51.3,2.5
1565,35,85,141.5,88.2,52.3,1.0
1566,35,85,136.2,82.6,52.7,0.8
1567,35,85,138.5,83.7,52.9,1.9
1568,35,85,138.3,82.9,54.4,0.9
1569,35,85,137.6,84.5,51.6,1.5
1570,35,90,140.2,83.3,56.0,0.9
1571,35,90,138.8,83.6,53.7,1.4
1572,35,90,142.0,86.1,52.3,3.6
1573,35,90,138.6,80.3,57.3,1.0
1574,35,90,144.3,88.2,53.5,2.7
1575,35,90,139.5,82.3,56.6,0.6
1576,35,90,137.7,80.3,56.6,0.8
1577,35,90,136.5,77.5,58.0,1.0
1578,35,90,139.9,84.0,55.2,0.7
1579,35,90,135.1,78.8,55.2,1.1
1580,35,95,134.9,75.8,58.1,1.0
1581,35,95,143.5,85.2,56.4,1.9
1582,35,95,139.8,80.4,58.3,1.0
1583,35,95,140.9,83.4,56.2,1.2
1584,35,95,144.1,84.2,58.5,1.4
1585,35,95,139.7,81.4,57.1,1.2
1586,35,95,135.2,74.9,59.4,1.0
1587,35,95,141.6,83.5,57.0,1.1
