,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost
1588,35,95,144.8,85.0,58.0,1.8
1589,35,95,142.4,84.4,57.3,0.7
1590,35,100,148.9,89.0,57.0,2.9
1591,35,100,140.3,79.1,60.7,0.5
1592,35,100,146.2,83.1,61.7,1.4
1593,35,100,143.2,83.1,59.4,0.6
1594,35,100,142.6,83.2,58.8,0.6
1595,35,100,140.4,80.3,59.2,0.8
1596,35,100,145.6,85.2,58.7,1.6
1597,35,100,144.2,80.1,62.7,1.4
1598,35,100,144.9,82.0,61.4,1.5
1599,35,100,146.9,84.7,61.8,0.5
1600,40,5,123.6,103.1,16.0,4.5
1601,40,5,121.1,102.1,15.8,3.2
1602,40,5,122.7,103.9,15.2,3.6
1603,40,5,126.9,105.7,15.1,6.1
1604,40,5,122.8,103.7,15.6,3.5
1605,40,5,125.7,105.2,14.9,5.6
1606,40,5,123.7,100.9,16.9,5.8
1607,40,5,124.7,105.5,14.9,4.3
1608,40,5,124.1,105.4,15.0,3.7
1609,40,5,125.3,105.9,14.5,5.0
1610,40,10,133.2,110.9,17.2,5.2
1611,40,10,130.3,108.6,17.8,3.9
1612,40,10,126.2,105.4,19.1,1.7
1613,40,10,123.9,101.6,20.1,2.2
1614,40,10,128.1,106.3,18.6,3.3
1615,40,10,128.0,106.4,18.6,3.0
1616,40,10,129.2,107.2,18.2,3.7
1617,40,10,124.2,103.3,20.0,0.9
1618,40,10,127.6,105.1,19.0,3.5
1619,40,10,124.2,101.3,20.7,2.2
1620,40,15,129.7,105.2,21.4,3.1
1621,40,15,125.4,100.2,23.8,1.4
1622,40,15,132.7,107.3,22.2,3.2
1623,40,15,127.8,102.9,22.7,2.1
1624,40,15,127.2,102.6,23.1,1.5
1625,40,15,128.1,103.8,23.3,0.9
1626,40,15,128.7,104.5,23.1,1.1
1627,40,15,124.5,99.5,23.8,1.3
1628,40,15,127.4,101.4,22.8,3.2
1629,40,15,126.2,101.2,23.1,1.9
1630,40,20,128.3,101.0,24.5,2.8
1631,40,20,121.2,94.4,25.7,1.2
1632,40,20,124.7,97.8,25.4,1.5
1633,40,20,125.0,97.3,25.3,2.4
1634,40,20,126.3,100.5,24.0,1.8
1635,40,20,127.2,100.0,23.8,3.4
1636,40,20,123.9,96.6,27.0,0.3
1637,40,20,126.1,99.3,24.3,2.5
1638,40,20,124.8,98.2,25.0,1.5
1639,40,20,125.3,97.8,25.5,2.0
1640,40,25,123.1,93.9,27.5,1.7
1641,40,25,126.2,96.4,27.0,2.8
1642,40,25,124.4,95.6,27.4,1.4
1643,40,25,126.9,97.0,27.9,1.9
1644,40,25,121.4,91.1,28.7,1.7
1645,40,25,123.1,94.0,26.9,2.2
1646,40,25,127.0,97.7,26.5,2.9
1647,40,25,127.0,97.4,26.8,2.8
1648,40,25,123.6,93.9,28.2,1.5
1649,40,25,129.0,100.2,26.2,2.6
1650,40,30,121.1,89.6,30.0,1.5
1651,40,30,124.4,93.3,29.6,1.4
1652,40,30,121.6,89.5,31.3,0.8
1653,40,30,122.0,90.9,28.9,2.3
1654,40,30,130.3,98.3,29.6,2.4
1655,40,30,125.5,93.9,28.4,3.2
1656,40,30,122.4,91.7,29.1,1.7
1657,40,30,121.7,89.7,30.9,1.1
1658,40,30,125.9,94.0,30.3,1.7
1659,40,30,124.6,92.9,28.9,2.8
1660,40,35,124.8,91.3,32.1,1.4
1661,40,35,123.0,88.7,32.3,2.0
1662,40,35,117.6,83.2,33.1,1.3
1663,40,35,125.8,91.8,31.8,2.2
1664,40,35,116.7,82.3,33.9,0.5
1665,40,35,125.0,90.4,33.2,1.5
1666,40,35,124.3,91.1,32.4,0.8
1667,40,35,125.3,90.6,33.2,1.5
1668,40,35,122.9,88.5,33.1,1.3
1669,40,35,122.3,88.2,33.0,1.1
1670,40,40,126.0,89.9,34.4,1.8
1671,40,40,125.6,89.9,34.6,1.0
1672,40,40,125.1,87.8,33.9,3.3
1673,40,40,125.2,89.1,35.1,1.1
1674,40,40,124.0,86.2,37.1,0.7
1675,40,40,127.7,91.0,36.3,0.5
1676,40,40,126.8,89.7,34.4,2.7
1677,40,40,121.8,83.8,37.0,1.0
1678,40,40,124.0,87.8,34.3,1.9
1679,40,40,127.5,90.6,35.8,1.1
1680,40,45,128.9,89.3,38.3,1.2
1681,40,45,124.2,84.1,39.1,1.0
1682,40,45,121.3,82.1,38.9,0.3
1683,40,45,128.1,90.0,36.5,1.6
1684,40,45,128.8,90.4,37.3,1.1
1685,40,45,131.2,92.6,36.6,1.9
1686,40,45,127.8,90.1,36.4,1.2
1687,40,45,127.0,87.6,37.5,1.9
1688,40,45,123.9,84.6,38.7,0.6
1689,40,45,120.8,80.6,39.2,1.0
1690,40,50,127.6,86.2,40.6,0.7
1691,40,50,131.0,92.2,37.3,1.6
1692,40,50,129.3,85.2,41.8,2.2
1693,40,50,133.5,93.8,38.8,0.9
1694,40,50,127.6,86.2,40.7,0.7
1695,40,50,128.9,87.8,40.2,0.9
1696,40,50,130.2,88.5,40.9,0.8
1697,40,50,125.9,86.3,38.2,1.3
1698,40,50,127.8,86.7,40.8,0.4
1699,40,50,127.4,87.4,39.1,1.0
1700,40,55,125.7,82.7,42.6,0.4
1701,40,55,133.6,88.0,43.6,2.0
1702,40,55,127.9,86.0,41.0,1.0
1703,40,55,130.1,86.2,42.8,1.1
1704,40,55,128.0,84.2,43.2,0.5
1705,40,55,130.8,87.5,42.8,0.5
1706,40,55,128.3,83.3,44.4,0.6
1707,40,55,130.3,86.9,42.9,0.5
1708,40,55,125.5,81.9,43.0,0.7
1709,40,55,130.9,87.5,42.3,1.1
1710,40,60,131.2,84.4,45.7,1.1
1711,40,60,130.1,82.4,47.4,0.3
1712,40,60,134.3,90.3,42.7,1.4
1713,40,60,134.1,86.4,46.3,1.4
1714,40,60,132.5,86.5,44.7,1.3
1715,40,60,134.8,88.6,45.6,0.6
1716,40,60,130.8,84.5,45.9,0.4
1717,40,60,129.0,82.6,45.4,1.0
1718,40,60,130.5,84.1,45.3,1.0
1719,40,60,127.9,82.4,44.7,0.9
1720,40,65,131.1,82.6,48.0,0.6
1721,40,65,131.9,83.3,47.6,1.0
1722,40,65,137.1,87.8,48.6,0.8
1723,40,65,133.2,84.0,48.6,0.6
1724,40,65,135.6,86.5,47.8,1.3
1725,40,65,132.8,83.1,49.5,0.3
1726,40,65,132.5,83.8,48.0,0.7
1727,40,65,132.4,84.3,46.8,1.2
1728,40,65,133.6,86.6,45.9,1.0
1729,40,65,136.1,89.9,45.0,1.2
1730,40,70,135.4,82.9,50.4,2.1
1731,40,70,135.2,84.7,49.8,0.7
1732,40,70,133.0,80.7,51.5,0.8
1733,40,70,136.1,85.6,49.4,1.1
1734,40,70,136.0,86.5,48.6,1.0
1735,40,70,135.2,85.8,47.9,1.5
1736,40,70,138.3,86.8,50.7,0.8
1737,40,70,131.4,82.0,47.9,1.5
1738,40,70,129.0,75.5,53.1,0.4
1739,40,70,133.3,80.1,52.2,1.0
1740,40,75,134.9,80.8,54.0,0.1
1741,40,75,134.1,83.3,49.5,1.3
1742,40,75,133.8,81.3,52.0,0.6
1743,40,75,136.9,82.3,53.8,0.9
1744,40,75,136.6,83.3,52.1,1.1
1745,40,75,136.2,83.9,50.6,1.7
1746,40,75,135.6,83.6,51.1,0.9
1747,40,75,137.8,85.5,51.4,0.9
1748,40,75,141.5,88.7,51.5,1.3
1749,40,75,133.5,79.5,53.6,0.4
1750,40,80,139.9,82.9,55.6,1.3
1751,40,80,138.2,83.0,53.8,1.4
1752,40,80,142.1,87.0,54.4,0.7
1753,40,80,137.4,80.8,56.2,0.4
1754,40,80,138.0,79.4,58.4,0.2
1755,40,80,134.6,77.4,57.0,0.2
1756,40,80,142.7,85.8,56.1,0.8
1757,40,80,139.6,82.1,56.9,0.7
1758,40,80,137.7,81.1,55.8,0.8
1759,40,80,138.5,83.1,54.9,0.5
1760,40,85,140.0,80.2,59.2,0.7
1761,40,85,146.0,87.5,56.4,2.1
1762,40,85,139.7,82.1,56.6,1.1
1763,40,85,140.9,82.8,57.2,1.0
1764,40,85,140.8,80.9,59.5,0.4
1765,40,85,140.5,82.6,57.6,0.3
1766,40,85,145.9,87.4,57.3,1.1
1767,40,85,140.7,81.6,58.5,0.6
1768,40,85,140.7,82.7,57.5,0.5
1769,40,85,142.1,84.4,55.5,2.2
1770,40,90,144.5,84.2,60.1,0.2
1771,40,90,146.3,85.8,59.3,1.2
1772,40,90,148.5,86.5,60.6,1.4
1773,40,90,144.7,83.2,60.9,0.5
1774,40,90,138.4,78.4,59.1,0.9
1775,40,90,146.3,85.7,60.2,0.5
1776,40,90,144.7,84.2,60.0,0.6
1777,40,90,144.0,80.4,62.8,0.8
1778,40,90,142.7,81.8,60.5,0.3
1779,40,90,141.4,80.6,59.9,0.9
1780,40,95,145.2,84.2,59.9,1.0
1781,40,95,143.7,81.1,62.3,0.3
1782,40,95,141.8,79.1,61.7,1.1
1783,40,95,144.9,82.5,62.1,0.3
1784,40,95,144.8,80.9,63.4,0.5
1785,40,95,147.8,83.8,62.4,1.5
1786,40,95,147.0,84.7,61.4,0.9
1787,40,95,142.7,80.0,61.8,0.9
1788,40,95,144.5,83.9,59.9,0.7
1789,40,95,144.9,78.9,65.7,0.3
1790,40,100,149.9,85.4,63.2,1.3
1791,40,100,148.1,84.3,63.3,0.6
1792,40,100,148.6,81.5,66.3,0.7
1793,40,100,143.3,77.3,65.1,0.9
1794,40,100,146.9,81.1,65.3,0.5
1795,40,100,150.1,85.2,64.4,0.5
1796,40,100,147.5,82.6,64.0,0.9
1797,40,100,145.0,81.5,62.6,0.8
1798,40,100,148.3,81.6,65.9,0.7
1799,40,100,147.3,81.2,65.5,0.7
1800,45,5,127.1,104.9,20.3,2.0
1801,45,5,125.7,104.4,19.3,2.0
1802,45,5,129.2,107.5,18.3,3.4
1803,45,5,132.7,110.7,18.0,4.1
1804,45,5,127.7,105.2,19.9,2.6
1805,45,5,129.9,107.0,19.3,3.6
1806,45,5,125.6,102.5,20.5,2.5
1807,45,5,127.5,105.3,19.8,2.4
1808,45,5,125.8,104.2,19.8,1.8
1809,45,5,134.3,111.8,17.5,5.0
1810,45,10,129.3,104.5,23.3,1.4
1811,45,10,130.7,106.1,23.1,1.6
1812,45,10,129.2,103.6,24.9,0.7
1813,45,10,127.1,101.7,24.6,0.8
1814,45,10,128.4,102.8,24.8,0.8
1815,45,10,128.5,102.6,24.8,1.1
1816,45,10,130.2,104.9,23.9,1.4
1817,45,10,127.0,100.2,26.5,0.3
1818,45,10,131.3,106.7,23.3,1.3
1819,45,10,133.5,109.7,22.2,1.6
1820,45,15,126.5,96.7,29.5,0.3
1821,45,15,133.0,105.2,26.5,1.2
1822,45,15,133.7,105.7,27.5,0.6
1823,45,15,127.7,98.3,27.4,2.0
1824,45,15,129.1,100.8,27.8,0.6
1825,45,15,127.8,98.5,27.7,1.6
1826,45,15,129.2,100.0,27.4,1.8
1827,45,15,132.9,104.3,27.6,1.0
1828,45,15,129.3,99.9,27.9,1.4
1829,45,15,132.5,103.9,27.2,1.4
1830,45,20,131.4,99.4,31.1,1.0
1831,45,20,130.0,99.6,30.1,0.3
1832,45,20,127.4,96.1,31.0,0.3
1833,45,20,129.7,98.7,30.0,1.0
1834,45,20,126.9,94.5,32.0,0.4
1835,45,20,124.2,92.4,31.0,0.9
1836,45,20,128.7,97.3,31.2,0.3
1837,45,20,128.1,95.7,30.9,1.5
1838,45,20,128.7,96.4,30.6,1.6
1839,45,20,123.9,90.8,33.0,0.1
1840,45,25,127.1,93.2,32.7,1.1
1841,45,25,124.9,91.4,32.7,0.7
1842,45,25,131.1,98.6,31.2,1.3
1843,45,25,126.4,91.0,34.2,1.2
1844,45,25,128.1,94.8,31.3,2.0
1845,45,25,130.9,99.0,31.3,0.6
1846,45,25,130.9,97.4,32.3,1.2
1847,45,25,128.6,95.5,32.0,1.0
1848,45,25,127.7,95.2,32.1,0.4
1849,45,25,121.5,89.0,32.2,0.3
1850,45,30,130.3,95.8,33.6,0.9
1851,45,30,132.0,99.1,31.8,1.1
1852,45,30,134.4,98.3,34.8,1.3
1853,45,30,124.8,89.0,34.6,1.1
1854,45,30,132.1,96.8,34.3,1.0
1855,45,30,126.8,91.7,34.0,1.1
1856,45,30,129.9,94.3,35.5,0.1
1857,45,30,126.4,91.1,33.9,1.3
1858,45,30,129.2,93.6,34.5,1.1
1859,45,30,130.0,94.5,34.8,0.7
1860,45,35,127.7,91.0,36.4,0.3
1861,45,35,126.5,88.2,37.5,0.8
1862,45,35,125.6,87.4,37.7,0.5
1863,45,35,128.9,90.9,37.7,0.3
1864,45,35,127.1,90.6,35.5,1.0
1865,45,35,125.7,86.8,38.3,0.7
1866,45,35,128.4,90.4,36.7,1.3
1867,45,35,132.9,95.4,36.4,1.2
1868,45,35,126.6,88.3,38.1,0.3
1869,45,35,125.0,87.6,36.8,0.6
1870,45,40,134.3,94.9,37.7,1.7
1871,45,40,131.6,92.2,38.6,0.8
1872,45,40,128.9,87.6,40.9,0.4
1873,45,40,124.6,84.1,40.1,0.3
1874,45,40,129.6,88.6,40.2,0.7
1875,45,40,128.8,87.0,41.4,0.4
1876,45,40,127.6,86.7,39.7,1.2
1877,45,40,126.4,83.9,41.0,1.5
1878,45,40,131.8,90.1,40.6,1.1
1879,45,40,131.5,89.5,40.7,1.2
1880,45,45,131.2,87.6,43.4,0.3
1881,45,45,130.4,87.4,42.8,0.2
1882,45,45,130.0,86.3,43.0,0.8
1883,45,45,129.0,85.9,42.3,0.8
1884,45,45,133.3,90.3,42.9,0.1
1885,45,45,128.9,84.7,44.0,0.2
1886,45,45,132.2,90.0,42.0,0.2
1887,45,45,129.7,85.0,44.1,0.7
1888,45,45,133.4,90.6,42.1,0.6
1889,45,45,132.1,88.4,43.3,0.4
1890,45,50,129.3,84.5,43.6,1.2
1891,45,50,134.3,88.2,45.0,1.1
1892,45,50,136.0,91.8,43.9,0.3
1893,45,50,132.2,86.8,45.0,0.4
1894,45,50,133.6,87.5,45.9,0.2
1895,45,50,129.8,84.2,45.5,0.2
1896,45,50,133.2,89.1,43.4,0.7
1897,45,50,132.2,85.3,46.7,0.1
1898,45,50,135.7,90.0,44.1,1.6
1899,45,50,126.8,80.3,46.4,0.1
1900,45,55,134.3,85.5,48.8,0.1
1901,45,55,128.9,80.0,48.8,0.1
1902,45,55,131.8,83.8,46.7,1.3
1903,45,55,133.5,84.1,48.8,0.6
1904,45,55,136.6,88.1,48.2,0.3
1905,45,55,131.6,82.4,48.5,0.7
1906,45,55,136.3,88.4,47.3,0.7
1907,45,55,130.1,81.9,47.8,0.3
1908,45,55,132.1,84.6,46.9,0.7
1909,45,55,137.7,91.0,45.4,1.3
1910,45,60,134.8,85.4,49.2,0.2
1911,45,60,136.3,84.3,51.6,0.4
1912,45,60,133.7,83.3,50.2,0.1
1913,45,60,136.6,85.5,50.6,0.5
1914,45,60,134.9,84.4,49.8,0.7
1915,45,60,136.3,84.5,51.6,0.2
1916,45,60,138.1,87.6,50.0,0.5
1917,45,60,139.6,88.1,51.5,0.0
1918,45,60,134.1,82.3,51.8,0.0
1919,45,60,135.5,85.6,49.7,0.3
1920,45,65,138.4,87.0,51.1,0.3
1921,45,65,139.0,86.7,51.9,0.4
1922,45,65,141.2,86.7,54.1,0.5
1923,45,65,136.5,81.1,55.1,0.2
1924,45,65,135.6,81.7,53.7,0.2
1925,45,65,139.5,84.6,54.8,0.1
1926,45,65,141.2,90.1,50.6,0.5
1927,45,65,144.0,91.1,51.1,1.8
1928,45,65,138.8,85.7,52.5,0.6
1929,45,65,138.4,86.6,51.5,0.3
1930,45,70,139.1,82.2,56.4,0.5
1931,45,70,144.3,89.4,53.6,1.3
1932,45,70,140.3,85.3,55.0,0.0
1933,45,70,137.5,82.6,53.5,1.4
1934,45,70,138.4,84.2,54.2,0.1
1935,45,70,137.6,82.6,54.7,0.3
1936,45,70,139.1,84.2,54.7,0.2
1937,45,70,139.2,81.8,56.6,0.8
1938,45,70,141.1,87.0,53.9,0.3
1939,45,70,141.5,85.8,55.2,0.4
1940,45,75,139.1,82.2,56.5,0.4
1941,45,75,146.3,87.8,57.7,0.8
1942,45,75,144.1,85.8,57.7,0.7
1943,45,75,142.2,83.6,58.2,0.4
1944,45,75,141.2,85.0,56.0,0.3
1945,45,75,137.7,79.6,57.9,0.3
1946,45,75,141.0,83.4,56.7,0.8
1947,45,75,139.5,82.2,57.1,0.2
1948,45,75,140.3,83.4,56.3,0.5
1949,45,75,141.8,85.8,55.4,0.6
1950,45,80,140.4,77.3,63.0,0.1
1951,45,80,141.5,82.1,59.1,0.3
1952,45,80,148.0,90.8,56.3,0.8
1953,45,80,142.0,81.1,60.4,0.4
1954,45,80,143.7,83.1,60.6,0.0
1955,45,80,144.3,84.4,59.3,0.6
1956,45,80,148.9,87.5,61.3,0.1
1957,45,80,145.0,83.6,60.8,0.6
1958,45,80,142.7,81.9,60.7,0.1
1959,45,80,143.9,83.4,60.2,0.2
1960,45,85,146.9,84.4,62.4,0.1
1961,45,85,142.4,79.8,62.4,0.3
1962,45,85,142.4,79.6,62.8,0.1
1963,45,85,142.3,78.0,63.9,0.4
1964,45,85,146.0,81.5,64.5,0.0
1965,45,85,145.4,81.0,64.2,0.2
1966,45,85,143.6,82.0,61.0,0.6
1967,45,85,147.8,83.5,64.0,0.3
1968,45,85,143.8,81.9,61.2,0.7
1969,45,85,144.4,82.4,61.2,0.8
1970,45,90,147.3,81.4,64.9,1.0
1971,45,90,144.4,77.6,66.7,0.2
1972,45,90,143.0,76.3,66.1,0.6
1973,45,90,145.8,80.4,65.2,0.1
1974,45,90,150.7,84.1,65.4,1.2
1975,45,90,149.5,81.8,67.7,0.0
1976,45,90,146.6,80.9,65.5,0.3
1977,45,90,148.0,85.5,62.0,0.5
1978,45,90,147.3,82.9,63.8,0.6
1979,45,90,149.1,83.4,65.1,0.5
1980,45,95,152.4,87.1,64.3,1.0
1981,45,95,151.4,84.3,66.7,0.4
1982,45,95,152.2,84.2,67.6,0.4
1983,45,95,150.6,84.3,65.8,0.5
1984,45,95,146.0,78.6,67.2,0.3
1985,45,95,148.1,80.4,67.5,0.2
1986,45,95,149.0,81.3,67.1,0.5
1987,45,95,150.8,83.3,67.0,0.5
1988,45,95,152.5,84.7,67.0,0.8
1989,45,95,151.2,82.0,69.1,0.0
1990,45,100,149.8,80.0,69.3,0.6
1991,45,100,153.9,82.1,71.6,0.2
1992,45,100,151.1,79.9,71.1,0.1
1993,45,100,152.1,80.2,71.9,0.0
1994,45,100,154.7,83.8,70.7,0.2
1995,45,100,152.9,84.2,68.4,0.3
1996,45,100,149.7,77.7,71.9,0.0
1997,45,100,150.7,80.3,70.4,0.1
1998,45,100,152.0,80.6,71.3,0.1
1999,45,100,152.0,82.7,68.8,0.5
2000,50,5,129.6,103.6,24.9,1.0
2001,50,5,130.5,105.4,24.5,0.7
2002,50,5,131.2,106.9,23.9,0.4
2003,50,5,131.2,104.9,24.8,1.5
2004,50,5,130.1,104.3,24.9,0.9
2005,50,5,133.2,108.3,23.3,1.5
2006,50,5,131.8,106.8,23.7,1.4
2007,50,5,130.0,104.2,24.9,0.8
2008,50,5,131.1,105.1,25.0,1.0
2009,50,5,132.5,107.7,24.1,0.8
2010,50,10,134.0,103.4,30.1,0.5
2011,50,10,133.0,103.1,29.0,0.9
2012,50,10,132.2,101.7,29.3,1.1
2013,50,10,133.6,104.7,28.8,0.1
2014,50,10,138.2,109.6,27.5,1.0
2015,50,10,136.7,107.4,28.2,1.1
2016,50,10,135.8,107.6,28.2,0.0
2017,50,10,132.4,101.4,30.6,0.4
2018,50,10,134.2,106.1,27.6,0.5
2019,50,10,136.6,109.7,26.4,0.5
2020,50,15,131.4,97.5,33.8,0.1
2021,50,15,136.2,103.0,32.8,0.3
2022,50,15,135.2,103.1,32.0,0.1
2023,50,15,134.6,102.1,32.3,0.2
2024,50,15,132.7,97.5,35.2,0.1
2025,50,15,137.2,104.6,32.2,0.4
2026,50,15,132.1,97.8,34.1,0.2
2027,50,15,129.1,94.7,34.3,0.0
2028,50,15,134.2,99.7,34.3,0.3
2029,50,15,133.4,100.8,32.5,0.1
2030,50,20,133.9,98.4,35.5,0.1
2031,50,20,134.6,98.6,34.5,1.5
2032,50,20,134.1,98.1,35.8,0.1
2033,50,20,137.2,103.1,33.6,0.4
2034,50,20,135.7,100.2,34.8,0.7
2035,50,20,130.3,95.3,34.3,0.7
2036,50,20,132.3,97.1,35.0,0.1
2037,50,20,131.5,96.3,34.8,0.4
2038,50,20,132.8,96.8,36.1,0.0
2039,50,20,135.7,100.2,35.0,0.4
2040,50,25,133.1,95.5,36.6,1.0
2041,50,25,130.7,91.4,39.2,0.1
2042,50,25,136.7,100.1,36.1,0.5
2043,50,25,131.5,93.4,37.5,0.7
2044,50,25,129.0,90.0,38.7,0.3
2045,50,25,132.0,94.0,36.7,1.3
2046,50,25,131.7,94.4,37.0,0.3
2047,50,25,128.9,91.7,36.8,0.4
2048,50,25,136.0,100.3,35.3,0.3
2049,50,25,134.1,97.0,36.3,0.8
2050,50,30,132.0,92.9,39.0,0.2
2051,50,30,130.0,89.3,40.4,0.3
2052,50,30,129.5,89.4,40.0,0.1
2053,50,30,133.3,93.8,39.5,0.0
2054,50,30,131.2,92.7,38.0,0.4
2055,50,30,133.3,95.0,38.0,0.2
2056,50,30,133.7,95.2,38.0,0.6
2057,50,30,132.3,93.6,38.2,0.5
2058,50,30,130.2,90.8,39.2,0.2
2059,50,30,128.2,88.6,39.4,0.2
2060,50,35,135.5,92.7,42.0,0.9
2061,50,35,134.1,92.3,41.8,0.1
2062,50,35,133.3,91.0,41.5,0.8
2063,50,35,133.2,89.7,43.3,0.3
2064,50,35,132.2,89.6,41.8,0.8
2065,50,35,131.2,89.9,40.8,0.4
2066,50,35,126.7,83.8,42.5,0.3
2067,50,35,133.2,90.6,42.6,0.0
2068,50,35,131.4,87.2,43.8,0.4
2069,50,35,134.5,91.7,42.5,0.3
2070,50,40,133.2,87.4,45.1,0.7
2071,50,40,132.3,87.6,44.6,0.0
2072,50,40,131.1,87.1,43.5,0.4
2073,50,40,133.6,87.2,46.3,0.0
2074,50,40,134.8,88.4,46.0,0.4
2075,50,40,136.9,92.4,44.2,0.3
2076,50,40,136.6,92.2,44.2,0.1
2077,50,40,131.2,85.9,45.0,0.2
2078,50,40,133.0,88.1,44.5,0.4
2079,50,40,132.3,85.6,46.7,0.0
2080,50,45,135.8,87.7,47.4,0.7
2081,50,45,137.4,91.2,46.1,0.0
2082,50,45,137.3,89.5,47.7,0.1
2083,50,45,139.0,92.9,45.6,0.5
2084,50,45,135.3,87.0,48.3,0.0
2085,50,45,134.4,87.9,46.3,0.2
2086,50,45,132.0,82.8,49.1,0.1
2087,50,45,138.8,93.7,44.0,1.0
2088,50,45,139.1,93.0,45.6,0.4
2089,50,45,141.0,93.7,47.2,0.2
2090,50,50,135.5,83.8,51.4,0.3
2091,50,50,136.9,85.0,51.9,0.0
2092,50,50,133.8,84.7,48.8,0.3
2093,50,50,140.8,89.5,50.9,0.4
2094,50,50,137.1,87.6,49.4,0.1
2095,50,50,138.8,89.7,48.9,0.2
2096,50,50,138.9,88.3,50.5,0.0
2097,50,50,137.2,87.3,49.5,0.3
2098,50,50,139.0,89.6,49.1,0.2
2099,50,50,142.4,94.4,47.6,0.4
2100,50,55,138.5,85.3,52.9,0.2
2101,50,55,142.4,89.8,52.2,0.3
2102,50,55,137.4,84.7,52.3,0.4
2103,50,55,138.4,85.6,52.8,0.1
2104,50,55,139.3,86.6,52.5,0.2
2105,50,55,139.0,86.9,51.7,0.3
2106,50,55,142.9,91.6,51.1,0.2
2107,50,55,139.5,87.3,51.6,0.6
2108,50,55,139.6,87.5,51.9,0.2
2109,50,55,136.6,85.5,50.6,0.5
2110,50,60,145.4,91.1,54.2,0.1
2111,50,60,140.9,85.0,55.8,0.1
2112,50,60,141.2,86.9,54.3,0.0
2113,50,60,139.3,86.4,52.4,0.5
2114,50,60,142.7,90.0,52.6,0.1
2115,50,60,138.7,84.4,54.2,0.1
2116,50,60,138.3,84.0,54.1,0.2
2117,50,60,138.3,83.2,55.1,0.0
2118,50,60,140.1,85.0,54.6,0.4
2119,50,60,145.2,89.4,55.7,0.1
2120,50,65,144.2,85.3,58.9,0.0
2121,50,65,143.9,86.4,57.5,0.0
2122,50,65,142.4,82.8,59.7,0.0
2123,50,65,141.0,81.9,59.1,0.0
2124,50,65,143.8,85.4,58.2,0.2
2125,50,65,142.5,83.9,58.5,0.2
2126,50,65,144.8,86.7,57.6,0.4
2127,50,65,145.4,87.5,56.8,1.1
2128,50,65,141.1,81.6,59.0,0.4
2129,50,65,144.8,88.7,55.6,0.4
2130,50,70,146.5,85.9,60.5,0.1
2131,50,70,143.7,82.4,61.0,0.2
2132,50,70,144.2,84.6,59.5,0.1
2133,50,70,145.4,85.5,59.5,0.4
2134,50,70,143.8,84.6,58.9,0.3
2135,50,70,143.9,84.9,58.8,0.2
2136,50,70,145.8,86.1,59.4,0.2
2137,50,70,139.9,77.4,62.3,0.2
2138,50,70,144.8,86.2,58.5,0.1
2139,50,70,138.9,79.5,59.1,0.3
2140,50,75,144.4,82.8,61.5,0.0
2141,50,75,145.2,82.4,62.8,0.0
2142,50,75,148.3,86.9,60.8,0.6
2143,50,75,146.1,84.3,61.5,0.2
2144,50,75,147.6,86.5,60.8,0.3
2145,50,75,147.3,85.7,61.2,0.4
2146,50,75,145.1,84.1,60.5,0.4
2147,50,75,145.6,84.7,60.8,0.1
2148,50,75,143.5,81.8,61.5,0.2
2149,50,75,145.8,85.0,60.4,0.4
2150,50,80,153.4,89.3,63.8,0.4
2151,50,80,149.2,82.9,66.3,0.0
2152,50,80,146.8,80.0,66.8,0.0
2153,50,80,145.4,79.9,65.5,0.0
2154,50,80,150.8,85.4,65.4,0.0
2155,50,80,146.0,80.9,65.0,0.1
2156,50,80,150.6,84.5,66.0,0.1
2157,50,80,153.7,88.7,65.0,0.0
2158,50,80,147.3,82.1,65.2,0.0
2159,50,80,149.4,85.0,64.2,0.2
2160,50,85,151.8,81.9,69.8,0.0
2161,50,85,150.5,81.8,68.5,0.1
2162,50,85,151.4,87.1,64.0,0.3
2163,50,85,150.8,81.0,69.5,0.3
2164,50,85,150.4,81.4,69.0,0.0
2165,50,85,150.2,81.6,68.5,0.1
2166,50,85,152.5,85.5,66.8,0.3
2167,50,85,146.5,77.6,68.9,0.0
2168,50,85,152.2,83.5,68.6,0.1
2169,50,85,152.1,83.3,68.7,0.1
2170,50,90,152.3,81.5,70.7,0.1
2171,50,90,151.7,79.3,72.4,0.0
2172,50,90,149.8,77.9,71.5,0.3
2173,50,90,151.6,82.7,68.8,0.0
2174,50,90,151.5,82.9,68.6,0.0
2175,50,90,155.1,84.8,69.9,0.3
2176,50,90,153.3,80.6,72.4,0.3
2177,50,90,152.2,81.9,70.3,0.0
2178,50,90,152.0,82.9,69.0,0.2
2179,50,90,155.2,85.3,69.9,0.0
2180,50,95,155.3,81.7,73.5,0.0
2181,50,95,157.6,82.6,75.0,0.0
2182,50,95,157.7,84.0,73.4,0.4
2183,50,95,152.3,80.4,71.9,0.0
2184,50,95,152.6,79.8,72.8,0.1
2185,50,95,153.5,82.4,71.1,0.0
2186,50,95,155.3,82.1,73.0,0.2
2187,50,95,159.2,87.2,71.9,0.1
2188,50,95,153.4,82.2,70.8,0.4
2189,50,95,154.9,80.4,74.4,0.1
2190,50,100,153.9,79.6,74.2,0.1
2191,50,100,157.1,84.8,72.3,0.1
2192,50,100,157.5,81.5,76.1,0.0
2193,50,100,154.4,79.4,74.9,0.0
2194,50,100,156.1,81.2,74.9,0.0
